,id,run_id,workflow_name,head_branch,run_url,run_attempt,node_id,head_sha,url,html_url,status,conclusion,created_at,started_at,completed_at,name,steps,check_run_url,labels,runner_id,runner_name,runner_group_id,runner_group_name,duration,co2_emission,unit
9,18304319843,6734131097,R-CMD-check,drop-modelr,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6734131097,1,CR_kwDOBAYhu88AAAAEQwXBYw,1d6234bac446abe3a4ca153e8b42748f854557fb,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18304319843,https://github.com/tidyverse/tidyverse/actions/runs/6734131097/job/18304319843,completed,success,2023-11-02T14:40:14Z,2023-11-02 14:40:20+00:00,2023-11-02 14:43:36+00:00,ubuntu-latest (oldrel-4),"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:40:19.000+01:00', 'completed_at': '2023-11-02T15:40:34.000+01:00'}, {'name': 'Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:40:34.000+01:00', 'completed_at': '2023-11-02T15:40:35.000+01:00'}, {'name': 'Run r-lib/actions/setup-pandoc@v2', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:40:36.000+01:00', 'completed_at': '2023-11-02T15:40:44.000+01:00'}, {'name': 'Run r-lib/actions/setup-r@v2', 'status': 'completed', 'conclusion': 'success', 'number': 4, 'started_at': '2023-11-02T15:40:45.000+01:00', 'completed_at': '2023-11-02T15:41:40.000+01:00'}, {'name': 'Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 5, 'started_at': '2023-11-02T15:41:40.000+01:00', 'completed_at': '2023-11-02T15:42:27.000+01:00'}, {'name': 'Run r-lib/actions/check-r-package@v2', 'status': 'completed', 'conclusion': 'success', 'number': 6, 'started_at': '2023-11-02T15:42:27.000+01:00', 'completed_at': '2023-11-02T15:43:28.000+01:00'}, {'name': 'Post Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 11, 'started_at': '2023-11-02T15:43:29.000+01:00', 'completed_at': '2023-11-02T15:43:32.000+01:00'}, {'name': 'Post Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 12, 'started_at': '2023-11-02T15:43:32.000+01:00', 'completed_at': '2023-11-02T15:43:33.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 26, 'started_at': '2023-11-02T15:43:33.000+01:00', 'completed_at': '2023-11-02T15:43:33.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18304319843,['ubuntu-latest'],15,GitHub Actions 15,2,GitHub Actions,0.05444444444444444,3.531e-05,kg
0,18303755917,6733952106,pages build and deployment,gh-pages,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733952106,1,CR_kwDOBAYhu88AAAAEQv0mjQ,ec079423b6c697349beb3f8b51519f9477b31b45,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303755917,https://github.com/tidyverse/tidyverse/actions/runs/6733952106/job/18303755917,completed,success,2023-11-02T14:26:17Z,2023-11-02 14:26:23+00:00,2023-11-02 14:26:31+00:00,build,"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:26:23.000+01:00', 'completed_at': '2023-11-02T15:26:24.000+01:00'}, {'name': 'Checkout', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:26:24.000+01:00', 'completed_at': '2023-11-02T15:26:25.000+01:00'}, {'name': 'Upload artifact', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:26:26.000+01:00', 'completed_at': '2023-11-02T15:26:28.000+01:00'}, {'name': 'Post Checkout', 'status': 'completed', 'conclusion': 'success', 'number': 6, 'started_at': '2023-11-02T15:26:28.000+01:00', 'completed_at': '2023-11-02T15:26:28.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 11, 'started_at': '2023-11-02T15:26:28.000+01:00', 'completed_at': '2023-11-02T15:26:28.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303755917,['ubuntu-latest'],2,GitHub Actions 2,2,GitHub Actions,0.0022222222222222222,1.441e-06,kg
1,18303766707,6733952106,pages build and deployment,gh-pages,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733952106,1,CR_kwDOBAYhu88AAAAEQv1Qsw,ec079423b6c697349beb3f8b51519f9477b31b45,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303766707,https://github.com/tidyverse/tidyverse/actions/runs/6733952106/job/18303766707,completed,success,2023-11-02T14:26:32Z,2023-11-02 14:26:39+00:00,2023-11-02 14:26:43+00:00,report-build-status,"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:26:38.000+01:00', 'completed_at': '2023-11-02T15:26:39.000+01:00'}, {'name': 'Report Build Status', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:26:40.000+01:00', 'completed_at': '2023-11-02T15:26:42.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:26:42.000+01:00', 'completed_at': '2023-11-02T15:26:42.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303766707,['ubuntu-latest'],2,GitHub Actions 2,2,GitHub Actions,0.0011111111111111111,7.205e-07,kg
2,18303767024,6733952106,pages build and deployment,gh-pages,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733952106,1,CR_kwDOBAYhu88AAAAEQv1R8A,ec079423b6c697349beb3f8b51519f9477b31b45,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303767024,https://github.com/tidyverse/tidyverse/actions/runs/6733952106/job/18303767024,completed,success,2023-11-02T14:26:33Z,2023-11-02 14:26:39+00:00,2023-11-02 14:26:47+00:00,deploy,"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:26:39.000+01:00', 'completed_at': '2023-11-02T15:26:39.000+01:00'}, {'name': 'Deploy to GitHub Pages', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:26:39.000+01:00', 'completed_at': '2023-11-02T15:26:45.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:26:45.000+01:00', 'completed_at': '2023-11-02T15:26:45.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303767024,['ubuntu-latest'],5,GitHub Actions 5,2,GitHub Actions,0.0022222222222222222,1.441e-06,kg
0,18303661545,6733921767,Commands,main,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733921767,1,CR_kwDOBAYhu88AAAAEQvu16Q,62f32d43e1e0650e4c05632dbfbe06977d1f292f,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303661545,https://github.com/tidyverse/tidyverse/actions/runs/6733921767/job/18303661545,completed,skipped,2023-11-02T14:23:58Z,2023-11-02 14:23:57+00:00,2023-11-02 14:23:57+00:00,style,[],https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303661545,[],,,,,0.0,0.0,kg
1,18303662227,6733921767,Commands,main,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733921767,1,CR_kwDOBAYhu88AAAAEQvu4kw,62f32d43e1e0650e4c05632dbfbe06977d1f292f,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303662227,https://github.com/tidyverse/tidyverse/actions/runs/6733921767/job/18303662227,completed,skipped,2023-11-02T14:23:59Z,2023-11-02 14:23:59+00:00,2023-11-02 14:23:59+00:00,document,[],https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303662227,[],,,,,0.0,0.0,kg
0,18303638497,6733914243,pkgdown,pkgdown-update-v2.0.0,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733914243,1,CR_kwDOBAYhu88AAAAEQvtb4Q,53e123fed30bafefc36d003b4140c51bb3ba122a,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303638497,https://github.com/tidyverse/tidyverse/actions/runs/6733914243/job/18303638497,completed,success,2023-11-02T14:23:23Z,2023-11-02 14:24:09+00:00,2023-11-02 14:26:19+00:00,pkgdown,"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:24:08.000+01:00', 'completed_at': '2023-11-02T15:24:21.000+01:00'}, {'name': 'Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:24:21.000+01:00', 'completed_at': '2023-11-02T15:24:22.000+01:00'}, {'name': 'Run r-lib/actions/setup-pandoc@v2', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:24:22.000+01:00', 'completed_at': '2023-11-02T15:24:30.000+01:00'}, {'name': 'Run r-lib/actions/setup-r@v2', 'status': 'completed', 'conclusion': 'success', 'number': 4, 'started_at': '2023-11-02T15:24:30.000+01:00', 'completed_at': '2023-11-02T15:25:11.000+01:00'}, {'name': 'Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 5, 'started_at': '2023-11-02T15:25:11.000+01:00', 'completed_at': '2023-11-02T15:25:56.000+01:00'}, {'name': 'Build site', 'status': 'completed', 'conclusion': 'success', 'number': 6, 'started_at': '2023-11-02T15:25:56.000+01:00', 'completed_at': '2023-11-02T15:26:10.000+01:00'}, {'name': 'Deploy to GitHub pages 🚀', 'status': 'completed', 'conclusion': 'success', 'number': 7, 'started_at': '2023-11-02T15:26:10.000+01:00', 'completed_at': '2023-11-02T15:26:12.000+01:00'}, {'name': 'Post Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 13, 'started_at': '2023-11-02T15:26:13.000+01:00', 'completed_at': '2023-11-02T15:26:16.000+01:00'}, {'name': 'Post Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 14, 'started_at': '2023-11-02T15:26:17.000+01:00', 'completed_at': '2023-11-02T15:26:17.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 24, 'started_at': '2023-11-02T15:26:17.000+01:00', 'completed_at': '2023-11-02T15:26:17.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303638497,['ubuntu-latest'],5,GitHub Actions 5,2,GitHub Actions,0.03611111111111111,2.342e-05,kg
0,18303592465,6733898558,test-coverage,main,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733898558,1,CR_kwDOBAYhu88AAAAEQvqoEQ,62f32d43e1e0650e4c05632dbfbe06977d1f292f,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303592465,https://github.com/tidyverse/tidyverse/actions/runs/6733898558/job/18303592465,completed,success,2023-11-02T14:22:13Z,2023-11-02 14:22:19+00:00,2023-11-02 14:24:13+00:00,test-coverage,"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:22:18.000+01:00', 'completed_at': '2023-11-02T15:22:27.000+01:00'}, {'name': 'Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:22:27.000+01:00', 'completed_at': '2023-11-02T15:22:28.000+01:00'}, {'name': 'Run r-lib/actions/setup-r@v2', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:22:28.000+01:00', 'completed_at': '2023-11-02T15:23:15.000+01:00'}, {'name': 'Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 4, 'started_at': '2023-11-02T15:23:16.000+01:00', 'completed_at': '2023-11-02T15:24:02.000+01:00'}, {'name': 'Test coverage', 'status': 'completed', 'conclusion': 'success', 'number': 5, 'started_at': '2023-11-02T15:24:02.000+01:00', 'completed_at': '2023-11-02T15:24:07.000+01:00'}, {'name': 'Show testthat output', 'status': 'completed', 'conclusion': 'success', 'number': 6, 'started_at': '2023-11-02T15:24:08.000+01:00', 'completed_at': '2023-11-02T15:24:08.000+01:00'}, {'name': 'Upload test results', 'status': 'completed', 'conclusion': 'skipped', 'number': 7, 'started_at': '2023-11-02T15:24:08.000+01:00', 'completed_at': '2023-11-02T15:24:08.000+01:00'}, {'name': 'Post Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 13, 'started_at': '2023-11-02T15:24:08.000+01:00', 'completed_at': '2023-11-02T15:24:11.000+01:00'}, {'name': 'Post Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 14, 'started_at': '2023-11-02T15:24:13.000+01:00', 'completed_at': '2023-11-02T15:24:13.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 24, 'started_at': '2023-11-02T15:24:12.000+01:00', 'completed_at': '2023-11-02T15:24:12.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303592465,['ubuntu-latest'],6,GitHub Actions 6,2,GitHub Actions,0.03166666666666667,2.053e-05,kg
0,18303592444,6733898556,R-CMD-check,main,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733898556,1,CR_kwDOBAYhu88AAAAEQvqn_A,62f32d43e1e0650e4c05632dbfbe06977d1f292f,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303592444,https://github.com/tidyverse/tidyverse/actions/runs/6733898556/job/18303592444,completed,success,2023-11-02T14:22:13Z,2023-11-02 14:22:20+00:00,2023-11-02 14:25:47+00:00,macos-latest (release),"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:22:19.000+01:00', 'completed_at': '2023-11-02T15:22:51.000+01:00'}, {'name': 'Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:22:51.000+01:00', 'completed_at': '2023-11-02T15:22:52.000+01:00'}, {'name': 'Run r-lib/actions/setup-pandoc@v2', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:22:53.000+01:00', 'completed_at': '2023-11-02T15:22:56.000+01:00'}, {'name': 'Run r-lib/actions/setup-r@v2', 'status': 'completed', 'conclusion': 'success', 'number': 4, 'started_at': '2023-11-02T15:22:57.000+01:00', 'completed_at': '2023-11-02T15:23:31.000+01:00'}, {'name': 'Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 5, 'started_at': '2023-11-02T15:23:32.000+01:00', 'completed_at': '2023-11-02T15:24:22.000+01:00'}, {'name': 'Run r-lib/actions/check-r-package@v2', 'status': 'completed', 'conclusion': 'success', 'number': 6, 'started_at': '2023-11-02T15:24:22.000+01:00', 'completed_at': '2023-11-02T15:25:35.000+01:00'}, {'name': 'Post Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 11, 'started_at': '2023-11-02T15:25:36.000+01:00', 'completed_at': '2023-11-02T15:25:43.000+01:00'}, {'name': 'Post Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 12, 'started_at': '2023-11-02T15:25:43.000+01:00', 'completed_at': '2023-11-02T15:25:43.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 26, 'started_at': '2023-11-02T15:25:43.000+01:00', 'completed_at': '2023-11-02T15:25:45.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303592444,['macos-latest'],8,GitHub Actions 8,2,GitHub Actions,0.0575,3.729e-05,kg
1,18303592882,6733898556,R-CMD-check,main,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733898556,1,CR_kwDOBAYhu88AAAAEQvqpsg,62f32d43e1e0650e4c05632dbfbe06977d1f292f,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303592882,https://github.com/tidyverse/tidyverse/actions/runs/6733898556/job/18303592882,completed,success,2023-11-02T14:22:13Z,2023-11-02 14:23:22+00:00,2023-11-02 14:28:22+00:00,windows-latest (release),"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:23:22.000+01:00', 'completed_at': '2023-11-02T15:23:55.000+01:00'}, {'name': 'Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:23:55.000+01:00', 'completed_at': '2023-11-02T15:24:02.000+01:00'}, {'name': 'Run r-lib/actions/setup-pandoc@v2', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:24:03.000+01:00', 'completed_at': '2023-11-02T15:24:05.000+01:00'}, {'name': 'Run r-lib/actions/setup-r@v2', 'status': 'completed', 'conclusion': 'success', 'number': 4, 'started_at': '2023-11-02T15:24:05.000+01:00', 'completed_at': '2023-11-02T15:25:33.000+01:00'}, {'name': 'Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 5, 'started_at': '2023-11-02T15:25:34.000+01:00', 'completed_at': '2023-11-02T15:27:06.000+01:00'}, {'name': 'Run r-lib/actions/check-r-package@v2', 'status': 'completed', 'conclusion': 'success', 'number': 6, 'started_at': '2023-11-02T15:27:06.000+01:00', 'completed_at': '2023-11-02T15:28:10.000+01:00'}, {'name': 'Post Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 11, 'started_at': '2023-11-02T15:28:10.000+01:00', 'completed_at': '2023-11-02T15:28:19.000+01:00'}, {'name': 'Post Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 12, 'started_at': '2023-11-02T15:28:19.000+01:00', 'completed_at': '2023-11-02T15:28:20.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 26, 'started_at': '2023-11-02T15:28:20.000+01:00', 'completed_at': '2023-11-02T15:28:21.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303592882,['windows-latest'],4,GitHub Actions 4,2,GitHub Actions,0.08333333333333333,5.404e-05,kg
2,18303593251,6733898556,R-CMD-check,main,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733898556,1,CR_kwDOBAYhu88AAAAEQvqrIw,62f32d43e1e0650e4c05632dbfbe06977d1f292f,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303593251,https://github.com/tidyverse/tidyverse/actions/runs/6733898556/job/18303593251,completed,success,2023-11-02T14:22:14Z,2023-11-02 14:23:34+00:00,2023-11-02 14:30:32+00:00,windows-latest (3.6),"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:23:34.000+01:00', 'completed_at': '2023-11-02T15:24:02.000+01:00'}, {'name': 'Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:24:02.000+01:00', 'completed_at': '2023-11-02T15:24:08.000+01:00'}, {'name': 'Run r-lib/actions/setup-pandoc@v2', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:24:09.000+01:00', 'completed_at': '2023-11-02T15:24:11.000+01:00'}, {'name': 'Run r-lib/actions/setup-r@v2', 'status': 'completed', 'conclusion': 'success', 'number': 4, 'started_at': '2023-11-02T15:24:11.000+01:00', 'completed_at': '2023-11-02T15:28:30.000+01:00'}, {'name': 'Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 5, 'started_at': '2023-11-02T15:28:31.000+01:00', 'completed_at': '2023-11-02T15:29:11.000+01:00'}, {'name': 'Run r-lib/actions/check-r-package@v2', 'status': 'completed', 'conclusion': 'success', 'number': 6, 'started_at': '2023-11-02T15:29:12.000+01:00', 'completed_at': '2023-11-02T15:30:22.000+01:00'}, {'name': 'Post Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 11, 'started_at': '2023-11-02T15:30:22.000+01:00', 'completed_at': '2023-11-02T15:30:28.000+01:00'}, {'name': 'Post Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 12, 'started_at': '2023-11-02T15:30:29.000+01:00', 'completed_at': '2023-11-02T15:30:30.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 26, 'started_at': '2023-11-02T15:30:30.000+01:00', 'completed_at': '2023-11-02T15:30:30.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303593251,['windows-latest'],20,GitHub Actions 20,2,GitHub Actions,0.11611111111111111,7.529e-05,kg
3,18303593547,6733898556,R-CMD-check,main,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733898556,1,CR_kwDOBAYhu88AAAAEQvqsSw,62f32d43e1e0650e4c05632dbfbe06977d1f292f,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303593547,https://github.com/tidyverse/tidyverse/actions/runs/6733898556/job/18303593547,completed,success,2023-11-02T14:22:14Z,2023-11-02 14:23:26+00:00,2023-11-02 14:30:52+00:00,windows-latest (4.1),"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:23:25.000+01:00', 'completed_at': '2023-11-02T15:23:46.000+01:00'}, {'name': 'Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:23:47.000+01:00', 'completed_at': '2023-11-02T15:23:53.000+01:00'}, {'name': 'Run r-lib/actions/setup-pandoc@v2', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:23:54.000+01:00', 'completed_at': '2023-11-02T15:23:55.000+01:00'}, {'name': 'Run r-lib/actions/setup-r@v2', 'status': 'completed', 'conclusion': 'success', 'number': 4, 'started_at': '2023-11-02T15:23:56.000+01:00', 'completed_at': '2023-11-02T15:29:06.000+01:00'}, {'name': 'Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 5, 'started_at': '2023-11-02T15:29:07.000+01:00', 'completed_at': '2023-11-02T15:29:53.000+01:00'}, {'name': 'Run r-lib/actions/check-r-package@v2', 'status': 'completed', 'conclusion': 'success', 'number': 6, 'started_at': '2023-11-02T15:29:53.000+01:00', 'completed_at': '2023-11-02T15:30:49.000+01:00'}, {'name': 'Post Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 11, 'started_at': '2023-11-02T15:30:50.000+01:00', 'completed_at': '2023-11-02T15:30:50.000+01:00'}, {'name': 'Post Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 12, 'started_at': '2023-11-02T15:30:50.000+01:00', 'completed_at': '2023-11-02T15:30:51.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 26, 'started_at': '2023-11-02T15:30:51.000+01:00', 'completed_at': '2023-11-02T15:30:51.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303593547,['windows-latest'],3,GitHub Actions 3,2,GitHub Actions,0.1238888888888889,8.034e-05,kg
4,18303593814,6733898556,R-CMD-check,main,https://api.github.com/repos/tidyverse/tidyverse/actions/runs/6733898556,1,CR_kwDOBAYhu88AAAAEQvqtVg,62f32d43e1e0650e4c05632dbfbe06977d1f292f,https://api.github.com/repos/tidyverse/tidyverse/actions/jobs/18303593814,https://github.com/tidyverse/tidyverse/actions/runs/6733898556/job/18303593814,completed,failure,2023-11-02T14:22:15Z,2023-11-02 14:22:19+00:00,2023-11-02 14:41:44+00:00,ubuntu-latest (devel),"[{'name': 'Set up job', 'status': 'completed', 'conclusion': 'success', 'number': 1, 'started_at': '2023-11-02T15:22:18.000+01:00', 'completed_at': '2023-11-02T15:22:29.000+01:00'}, {'name': 'Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 2, 'started_at': '2023-11-02T15:22:30.000+01:00', 'completed_at': '2023-11-02T15:22:30.000+01:00'}, {'name': 'Run r-lib/actions/setup-pandoc@v2', 'status': 'completed', 'conclusion': 'success', 'number': 3, 'started_at': '2023-11-02T15:22:32.000+01:00', 'completed_at': '2023-11-02T15:22:38.000+01:00'}, {'name': 'Run r-lib/actions/setup-r@v2', 'status': 'completed', 'conclusion': 'success', 'number': 4, 'started_at': '2023-11-02T15:22:38.000+01:00', 'completed_at': '2023-11-02T15:23:15.000+01:00'}, {'name': 'Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 5, 'started_at': '2023-11-02T15:23:15.000+01:00', 'completed_at': '2023-11-02T15:41:00.000+01:00'}, {'name': 'Run r-lib/actions/check-r-package@v2', 'status': 'completed', 'conclusion': 'failure', 'number': 6, 'started_at': '2023-11-02T15:41:02.000+01:00', 'completed_at': '2023-11-02T15:41:42.000+01:00'}, {'name': 'Post Run r-lib/actions/setup-r-dependencies@v2', 'status': 'completed', 'conclusion': 'success', 'number': 11, 'started_at': '2023-11-02T15:41:44.000+01:00', 'completed_at': '2023-11-02T15:41:44.000+01:00'}, {'name': 'Post Run actions/checkout@v3', 'status': 'completed', 'conclusion': 'success', 'number': 12, 'started_at': '2023-11-02T15:41:44.000+01:00', 'completed_at': '2023-11-02T15:41:44.000+01:00'}, {'name': 'Complete job', 'status': 'completed', 'conclusion': 'success', 'number': 26, 'started_at': '2023-11-02T15:41:42.000+01:00', 'completed_at': '2023-11-02T15:41:43.000+01:00'}]",https://api.github.com/repos/tidyverse/tidyverse/check-runs/18303593814,['ubuntu-latest'],13,GitHub Actions 13,2,GitHub Actions,0.3236111111111111,0.0002099,kg
